"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL305891";"";"0";"628.79";"3";"6.70";"8";"CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2cccc(-c3ccc(CC4NCCc5cc(O)c(O)cc54)cc3)c2)cc1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL646903";"Compound was evaluated for its inhibitory activity against CHO cells expressing the cloned human beta-1 adrenergic receptor (AR) in the presence of [125I]iodocyanopindolol";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132774";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"CHEMBL3308072";""
"CHEMBL351183";"";"0";"360.48";"0";"1.95";"11b";"CS(=O)(=O)Nc1ccc(NCC2CNCCN2c2ccccc2)cc1";"IC50";"'='";"26000.0";"nM";"4.58";"";"";"UO_0000065";"12.72";"0.25";"2.64";"6.24";"False";"CHEMBL654268";"Binding affinity for Beta-1 adrenergic receptor by displacing [3H]dihydroalprenolol, in partially purified membrane fractions from canine ventricular muscle in the presence of 1 uM zinterol";"B";"BAO_0000249";"cell membrane format";"Canis lupus familiaris";"None";"None";"None";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125380";"1";"Scientific Literature";"J. Med. Chem.";"1992";"None";""
"CHEMBL349689";"";"0";"589.64";"1";"4.04";"2d";"O=c1n(CCCC(F)(F)F)ccn1-c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"6.78";"0.13";"-0.04";"3.38";"False";"CHEMBL654208";"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132064";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";"CHEMBL3308072";""
"CHEMBL468";"THALIDOMIDE";"4";"258.23";"0";"0.09";"thalidomide";"O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909091";"DRUGMATRIX: Adrenergic beta1 radioligand binding (ligand: [125I] Cyanopindolol)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL56564";"TROPISETRON";"4";"284.36";"0";"2.95";"TROPISETRON";"CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909091";"DRUGMATRIX: Adrenergic beta1 radioligand binding (ligand: [125I] Cyanopindolol)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL1200623";"ETHYLESTRENOL";"4";"288.48";"1";"5.09";"ETHYLESTRENOL";"CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909091";"DRUGMATRIX: Adrenergic beta1 radioligand binding (ligand: [125I] Cyanopindolol)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL1393";"SPIRONOLACTONE";"4";"416.58";"0";"4.85";"SPIRONOLACTONE";"CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909091";"DRUGMATRIX: Adrenergic beta1 radioligand binding (ligand: [125I] Cyanopindolol)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL567597";"ARTEMISININ";"4";"282.34";"0";"2.39";"ARTEMISININ";"C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909091";"DRUGMATRIX: Adrenergic beta1 radioligand binding (ligand: [125I] Cyanopindolol)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL1160734";"";"0";"249.35";"0";"2.15";"(S)-ALP";"C=CCc1ccccc1OC[C@@H](O)CNC(C)C";"IC50";"'='";"5.888";"nM";"8.23";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4375055";"Antagonist activity at beta1 adrenergic receptor (unknown origin) stably expressed in HEK293 cell membranes assessed as inhibition of isoproterenol-induced cAMP production preincubated for 15 mins followed by isoproterenol addition and measured after 30 mins by TR-FRET assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373696";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";""
"CHEMBL4473518";"";"0";"500.72";"1";"4.51";"1a";"CC(C)NC[C@H](O)COc1ccccc1CCCCCCc1ccccc1OC[C@@H](O)CNC(C)C";"IC50";"'='";"27.54";"nM";"7.56";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4375055";"Antagonist activity at beta1 adrenergic receptor (unknown origin) stably expressed in HEK293 cell membranes assessed as inhibition of isoproterenol-induced cAMP production preincubated for 15 mins followed by isoproterenol addition and measured after 30 mins by TR-FRET assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373696";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";""
"CHEMBL4527821";"";"0";"528.78";"2";"5.29";"1b";"CC(C)NC[C@H](O)COc1ccccc1CCCCCCCCc1ccccc1OC[C@@H](O)CNC(C)C";"IC50";"'='";"19.95";"nM";"7.70";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4375055";"Antagonist activity at beta1 adrenergic receptor (unknown origin) stably expressed in HEK293 cell membranes assessed as inhibition of isoproterenol-induced cAMP production preincubated for 15 mins followed by isoproterenol addition and measured after 30 mins by TR-FRET assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373696";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";""
"CHEMBL4450606";"";"0";"586.77";"2";"1.96";"4b";"CC(C)NC[C@H](O)COc1ccccc1CCC(=O)NCCNC(=O)CCc1ccccc1OC[C@@H](O)CNC(C)C";"IC50";"'='";"2041.74";"nM";"5.69";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4375055";"Antagonist activity at beta1 adrenergic receptor (unknown origin) stably expressed in HEK293 cell membranes assessed as inhibition of isoproterenol-induced cAMP production preincubated for 15 mins followed by isoproterenol addition and measured after 30 mins by TR-FRET assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373696";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";""
"CHEMBL32891";"";"0";"588.66";"1";"3.99";"5i";"NC(c1ccc(F)cc1)c1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"9.17";"0.18";"1.41";"3.45";"False";"CHEMBL654210";"Binding affinity to recombinant human beta-1 adrenergic receptor expressed in CHO cells in the presence of [125I]iodocyanopindolol";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133209";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"CHEMBL3308072";""
"CHEMBL22386";"L-764646";"0";"563.72";"1";"4.28";"2a";"CCCCCCn1ccn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O";"IC50";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"8.42";"0.16";"0.46";"4.01";"False";"CHEMBL654208";"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132064";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";"CHEMBL3308072";""
"CHEMBL104127";"";"0";"335.43";"0";"1.32";"5a";"CS(=O)(=O)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1";"IC50";"'='";"7000.0";"nM";"5.16";"";"";"UO_0000065";"15.37";"0.31";"3.83";"5.64";"False";"CHEMBL649966";"Beta-1 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131399";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";"CHEMBL3308072";""
"CHEMBL1109";"SULFAPHENAZOLE";"4";"314.37";"0";"2.26";"SULFAPHENAZOLE";"Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909091";"DRUGMATRIX: Adrenergic beta1 radioligand binding (ligand: [125I] Cyanopindolol)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL104180";"";"0";"397.50";"0";"2.75";"5d";"O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccccc1";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"11.82";"0.23";"1.95";"5.15";"False";"CHEMBL649966";"Beta-1 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131399";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";"CHEMBL3308072";""
"CHEMBL318165";"";"0";"538.71";"2";"5.05";"5t";"CCCCCCCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1";"IC50";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"9.46";"0.18";"0.05";"4.23";"False";"CHEMBL649966";"Beta-1 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131399";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";"CHEMBL3308072";""
"CHEMBL64697";"";"0";"523.40";"1";"3.35";"5j";"O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(I)cc1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"9.55";"0.24";"1.65";"5.48";"False";"CHEMBL649966";"Beta-1 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131399";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";"CHEMBL3308072";""
"CHEMBL405245";"";"0";"645.72";"1";"3.96";"5g";"CNC(=O)NC(c1ccc(F)cc1)c1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1";"IC50";"'='";"4500.0";"nM";"5.35";"";"";"UO_0000065";"8.28";"0.16";"1.39";"3.12";"False";"CHEMBL654210";"Binding affinity to recombinant human beta-1 adrenergic receptor expressed in CHO cells in the presence of [125I]iodocyanopindolol";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133209";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"CHEMBL3308072";""
"CHEMBL399203";"";"0";"426.41";"0";"3.68";"9aa";"O=[N+]([O-])c1cc(O)c2c(c1)S(=O)(=O)N=C(Nc1ccccc1Oc1ccccc1)N2";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL896532";"Inhibition of adrenergic beta-1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149534";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL66936";"";"0";"607.78";"1";"4.88";"9b";"CCCCCCCCN1CC(=O)N(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O";"IC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"8.72";"0.17";"0.42";"4.02";"False";"CHEMBL654207";"Binding affinity towards Beta-1 adrenergic receptor in CHO cells expressing the cloned human receptor using 125I]iodocyanopindolol";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132063";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";"CHEMBL3308072";""
"CHEMBL338976";"";"0";"592.69";"2";"5.82";"2c";"O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(F)cc3F)cs2)cc1";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"9.45";"0.19";"-0.22";"5.38";"False";"CHEMBL649965";"Binding affinity was evaluated on chinese hamster ovary (CHO) cells expressing the cloned human beta-1 adrenergic receptor in the presence of [125I]- iodocyanopindolol.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133690";"1";"Scientific Literature";"J. Med. Chem.";"2000";"CHEMBL3308072";""
"CHEMBL61429";"";"0";"634.83";"2";"6.54";"8f";"O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(Cc2nc(Cc3ccc4ccccc4c3)cs2)cc1";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"8.82";"0.17";"-0.94";"5.38";"False";"CHEMBL649969";"Binding affinity (measured using [125I]iodocyanopindolol) against human Beta-1 adrenergic receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133294";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"CHEMBL3308072";""
"CHEMBL1091816";"";"0";"411.53";"0";"2.73";"41";"CC(C(=O)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1csc(N)n1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1105984";"Displacement of [125I]cyanopindolol from human beta 1 adrenergic receptor expressed in CHO cells at 10 uM after 3 to 4 hrs by scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155428";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308072";""
"CHEMBL1083831";"";"0";"494.62";"1";"5.48";"50";"O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccccc1-c1nc2ccccc2s1";"IC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"10.72";"0.20";"-0.18";"6.08";"False";"CHEMBL1105984";"Displacement of [125I]cyanopindolol from human beta 1 adrenergic receptor expressed in CHO cells at 10 uM after 3 to 4 hrs by scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155428";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308072";""
"CHEMBL57908";"";"0";"596.73";"2";"6.28";"5i";"O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3cc4ccccc4o3)cs2)cc1";"IC50";"'='";"90000.0";"nM";"4.05";"";"";"UO_0000065";"6.78";"0.13";"-2.23";"3.45";"False";"CHEMBL649969";"Binding affinity (measured using [125I]iodocyanopindolol) against human Beta-1 adrenergic receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133294";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"CHEMBL3308072";""
"CHEMBL1089725";"";"0";"416.48";"0";"3.27";"13";"O=C(Cc1nc2ccccc2o1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"14.94";"0.27";"2.95";"6.20";"False";"CHEMBL1105984";"Displacement of [125I]cyanopindolol from human beta 1 adrenergic receptor expressed in CHO cells at 10 uM after 3 to 4 hrs by scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155428";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308072";""
"CHEMBL1084137";"";"0";"458.59";"0";"4.25";"20";"O=C(Cc1nc(-c2ccccc2)cs1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"12.99";"0.25";"1.71";"6.84";"False";"CHEMBL1105984";"Displacement of [125I]cyanopindolol from human beta 1 adrenergic receptor expressed in CHO cells at 10 uM after 3 to 4 hrs by scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155428";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308072";""
"CHEMBL1084138";"";"0";"442.52";"0";"2.91";"21";"O=C(Cc1nnc(-c2ccccc2)[nH]1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1105984";"Displacement of [125I]cyanopindolol from human beta 1 adrenergic receptor expressed in CHO cells at 10 uM after 3 to 4 hrs by scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155428";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308072";""
"CHEMBL1084144";"";"0";"443.51";"0";"2.30";"25";"O=C(Cn1c(=O)ncc2ccccc21)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"12.45";"0.23";"3.22";"5.06";"False";"CHEMBL1105984";"Displacement of [125I]cyanopindolol from human beta 1 adrenergic receptor expressed in CHO cells at 10 uM after 3 to 4 hrs by scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155428";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308072";""
"CHEMBL1083216";"";"0";"517.63";"2";"5.12";"36";"O=C(Cn1nc(-c2ccccc2)cc1-c1ccccc1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1105984";"Displacement of [125I]cyanopindolol from human beta 1 adrenergic receptor expressed in CHO cells at 10 uM after 3 to 4 hrs by scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155428";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308072";""
"CHEMBL124929";"";"0";"636.87";"2";"7.17";"5a";"CCCCCCCCc1csc(N2CCc3ccc(N/C(=N/c4ccc(CCNC[C@H](O)c5cccnc5)cc4)NC#N)cc32)n1";"IC50";"";"";"nM";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL654212";"Binding affinity towards human Beta-1 adrenergic receptor; ND= not determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134823";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2001";"None";""
"CHEMBL832";"SULFINPYRAZONE";"4";"404.49";"0";"3.80";"SULFINPYRAZONE";"O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909091";"DRUGMATRIX: Adrenergic beta1 radioligand binding (ligand: [125I] Cyanopindolol)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL221886";"SISOMICIN";"3";"447.53";"2";"-3.85";"SISOMICIN";"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909091";"DRUGMATRIX: Adrenergic beta1 radioligand binding (ligand: [125I] Cyanopindolol)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL124863";"";"0";"492.58";"0";"4.91";"3f";"N#CN/C(=N\c1cccc(Oc2ccccc2)c1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1";"IC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"13.44";"0.24";"1.71";"5.78";"False";"CHEMBL654211";"Binding affinity for human Beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL213";"Beta-1 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134823";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2001";"CHEMBL3308072";""
